city,state,date_x,day of sighting_x,summary_x,datetime_x,year,month,date_y,day of sighting_y,summary_y,datetime_y
ANNAPOLIS,MARYLAND,2022-07-02,,"PRELIM INFO FROM FAA OPS: ANNAPOLIS, MD/UAS SIGHTING/1620E/BWI ATCT ADVISED, EXPERIMENTAL VAN'S RV7, REPORTED A SMALL BLUE UAS WHILE NW BOUND AT 300 FEET 1 ESE ANP. NO EVASIVE ACTION TAKEN. ANNE ARUNDEL COUNTY SHERIFF NOTIFIED.",2022-07-02,2022,7,2022-07-02,,"PRELIM INFO FROM FAA OPS: ANNAPOLIS, MD/UAS SIGHTING/1620E/BWI ATCT ADVISED, EXPERIMENTAL VAN'S RV7, REPORTED A SMALL BLUE UAS WHILE NW BOUND AT 300 FEET 1 ESE ANP. NO EVASIVE ACTION TAKEN. ANNE ARUNDEL COUNTY SHERIFF NOTIFIED.",2022-07-02
SACRAMENTO,CALIFORNIA,2022-07-02,,"PRELIM INFO FROM FAA OPS: SACRAMENTO, CA/UAS SIGHTING/1125P/SACRAMENTO ATCT ADVISED, B763, SBD - SMF, REPORTED UAS FROM LEFT SIDE WHILE S BOUND AT 400 FEET .5 N SACRAMENTO. NO EVASIVE ACTION TAKEN. SACRAMENTO COUNTY SHERIFF NOTIFIED.",2022-07-02,2022,7,2022-07-02,,"PRELIM INFO FROM FAA OPS: SACRAMENTO, CA/UAS SIGHTING/1125P/SACRAMENTO ATCT ADVISED, B763, SBD - SMF, REPORTED UAS FROM LEFT SIDE WHILE S BOUND AT 400 FEET .5 N SACRAMENTO. NO EVASIVE ACTION TAKEN. SACRAMENTO COUNTY SHERIFF NOTIFIED.",2022-07-02
SACRAMENTO,CALIFORNIA,2022-07-02,,"PRELIM INFO FROM FAA OPS: SACRAMENTO, CA/UAS SIGHTING/1125P/SACRAMENTO ATCT ADVISED, B763, SBD - SMF, REPORTED UAS FROM LEFT SIDE WHILE S BOUND AT 400 FEET .5 N SACRAMENTO. NO EVASIVE ACTION TAKEN. SACRAMENTO COUNTY SHERIFF NOTIFIED.",2022-07-02,2022,7,2022-07-09,,"PRELIM INFO FROM FAA OPS: SACRAMENTO, CA/UAS SIGHTING/1235P/SACRAMENTO ATCT ADVISED, B739, MSP - SMF, REPORTED A GREEN UAS AT SAME ALTITUDE WHILE N BOUND AT 1,100 FEET ON 4 MILE FINAL FOR RUNWAY 17L. NO EVASIVE ACTION TAKEN. SACRAMENTO COUNTY SHERIFF NOTIFIED.",2022-07-09
DENVER,COLORADO,2022-07-02,,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1232M/CENTENNIAL ATCT ADVISED, PIPER P28A, REPORTED A SILVER UAS FROM THE 10 O'CLOCK POSITION WHILE N BOUND AT 6,800 FEET 4 NW APA. NO EVASIVE ACTION TAKEN. ARAPAHOE COUNTY SHERIFF NOTIFIED.",2022-07-02,2022,7,2022-07-02,,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1232M/CENTENNIAL ATCT ADVISED, PIPER P28A, REPORTED A SILVER UAS FROM THE 10 O'CLOCK POSITION WHILE N BOUND AT 6,800 FEET 4 NW APA. NO EVASIVE ACTION TAKEN. ARAPAHOE COUNTY SHERIFF NOTIFIED.",2022-07-02
DENVER,COLORADO,2022-07-02,,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1232M/CENTENNIAL ATCT ADVISED, PIPER P28A, REPORTED A SILVER UAS FROM THE 10 O'CLOCK POSITION WHILE N BOUND AT 6,800 FEET 4 NW APA. NO EVASIVE ACTION TAKEN. ARAPAHOE COUNTY SHERIFF NOTIFIED.",2022-07-02,2022,7,2022-07-03,,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/0955M/DENVER TRACON ADVISED, B738, LAX - DEN, REPORTED A WHITE UAS FROM THE 9 O'CLOCK POSITION WHILE N BOUND AT 8,000 FEET 15 S DEN. NO EVASIVE ACTION TAKEN. DOUGLAS COUNTY DISPATCH NOTIFIED.",2022-07-03
DENVER,COLORADO,2022-07-02,,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1232M/CENTENNIAL ATCT ADVISED, PIPER P28A, REPORTED A SILVER UAS FROM THE 10 O'CLOCK POSITION WHILE N BOUND AT 6,800 FEET 4 NW APA. NO EVASIVE ACTION TAKEN. ARAPAHOE COUNTY SHERIFF NOTIFIED.",2022-07-02,2022,7,2022-07-12,,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1008M/CENTENNIAL ATCT ADVISED, CESSNA C172, REPORTED A WHITE UAS OFF FRONT SIDE WHILE S BOUND AT 7,000 FEET 3 S CENTENNIAL ARPT. NO EVASIVE ACTION TAKEN. DOUGLAS COUNTY SHERIFF NOTIFIED.",2022-07-12
DENVER,COLORADO,2022-07-02,,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1232M/CENTENNIAL ATCT ADVISED, PIPER P28A, REPORTED A SILVER UAS FROM THE 10 O'CLOCK POSITION WHILE N BOUND AT 6,800 FEET 4 NW APA. NO EVASIVE ACTION TAKEN. ARAPAHOE COUNTY SHERIFF NOTIFIED.",2022-07-02,2022,7,2022-07-15,,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1228M/DENVER ATCT ADVISED, CRJ2, LBL - DEN, REPORTED A TAN UAS FROM THE RIGHT SIDE WHILE S BOUND AT 6,500 FEET 5 N DEN. NO EVASIVE ACTION TAKEN. DIA PD NOTIFIED.",2022-07-15
DENVER,COLORADO,2022-07-02,,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1232M/CENTENNIAL ATCT ADVISED, PIPER P28A, REPORTED A SILVER UAS FROM THE 10 O'CLOCK POSITION WHILE N BOUND AT 6,800 FEET 4 NW APA. NO EVASIVE ACTION TAKEN. ARAPAHOE COUNTY SHERIFF NOTIFIED.",2022-07-02,2022,7,2022-07-16,,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1542M/DENVER TRACON ADVISED, CRJ2, PSP - DEN, REPORTED A BLACK UAS WHILE N BOUND AT 6,500 FEET 4 S DEN. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",2022-07-16
DENVER,COLORADO,2022-07-02,,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1232M/CENTENNIAL ATCT ADVISED, PIPER P28A, REPORTED A SILVER UAS FROM THE 10 O'CLOCK POSITION WHILE N BOUND AT 6,800 FEET 4 NW APA. NO EVASIVE ACTION TAKEN. ARAPAHOE COUNTY SHERIFF NOTIFIED.",2022-07-02,2022,7,2022-07-30,,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1042M/DENVER TRACON ADVISED, B737, DEN - TUL, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE E BOUND AT 9,200 FEET 10 E DEN. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",2022-07-30
NEW YORK,NEW YORK,2022-07-02,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1745E/JFK ATCT ADVISED, A319, BOS - DCA, REPORTED A BLUE UAS 500 FEET BELOW ACFT WHILE SW BOUND AT 2,000 FEET 5 MILE FINAL RUNAWAY 22L. NO EVASIVE ACTION TAKEN. NEW YORK PORT AUTHORITY NOTIFIED.",2022-07-02,2022,7,2022-07-02,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1745E/JFK ATCT ADVISED, A319, BOS - DCA, REPORTED A BLUE UAS 500 FEET BELOW ACFT WHILE SW BOUND AT 2,000 FEET 5 MILE FINAL RUNAWAY 22L. NO EVASIVE ACTION TAKEN. NEW YORK PORT AUTHORITY NOTIFIED.",2022-07-02
NEW YORK,NEW YORK,2022-07-02,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1745E/JFK ATCT ADVISED, A319, BOS - DCA, REPORTED A BLUE UAS 500 FEET BELOW ACFT WHILE SW BOUND AT 2,000 FEET 5 MILE FINAL RUNAWAY 22L. NO EVASIVE ACTION TAKEN. NEW YORK PORT AUTHORITY NOTIFIED.",2022-07-02,2022,7,2022-07-03,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1606E/JFK ATCT ADVISED, E190, BOS - JFK, REPORTED UAS OFF RIGHT SIDE WHILE ON 2 MILE FINAL RUNWAY 22L AT 700 FEET. NO EVASIVE ACTION REPORTED. JFK ARPT OPS NOTIFIED.",2022-07-03
NEW YORK,NEW YORK,2022-07-02,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1745E/JFK ATCT ADVISED, A319, BOS - DCA, REPORTED A BLUE UAS 500 FEET BELOW ACFT WHILE SW BOUND AT 2,000 FEET 5 MILE FINAL RUNAWAY 22L. NO EVASIVE ACTION TAKEN. NEW YORK PORT AUTHORITY NOTIFIED.",2022-07-02,2022,7,2022-07-03,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1650E/NEW YORK TRACON ADVISED SEVERAL LGA DEPARTURES REPORTED A MULTI-COLORED UAS AT 1,000 FEET IN DEPARTURE PATH RUNWAY 4. NO EVASIVE ACTION OR IMPACT TO OPERATIONS REPORTED. NYPD AVIATION NOTIFIED.",2022-07-03
NEW YORK,NEW YORK,2022-07-02,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1745E/JFK ATCT ADVISED, A319, BOS - DCA, REPORTED A BLUE UAS 500 FEET BELOW ACFT WHILE SW BOUND AT 2,000 FEET 5 MILE FINAL RUNAWAY 22L. NO EVASIVE ACTION TAKEN. NEW YORK PORT AUTHORITY NOTIFIED.",2022-07-02,2022,7,2022-07-03,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1740E/NEW YORK TRACON ADVISED SEVERAL LGA DEPARTURES REPORTED A BLACK UAS AT 4,000 FEET IN DEPARTURE CORRIDOR RUNWAY 4. NO EVASIVE ACTION OR IMPACT TO OPERATIONS REPORTED. NYPD AVIATION NOTIFIED.",2022-07-03
NEW YORK,NEW YORK,2022-07-02,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1745E/JFK ATCT ADVISED, A319, BOS - DCA, REPORTED A BLUE UAS 500 FEET BELOW ACFT WHILE SW BOUND AT 2,000 FEET 5 MILE FINAL RUNAWAY 22L. NO EVASIVE ACTION TAKEN. NEW YORK PORT AUTHORITY NOTIFIED.",2022-07-02,2022,7,2022-07-06,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1133E/JFK ATCT ADVISED, A21N, HEALTHROW LONDON (LHR) - JFK, REPORTED UAS AT THE 2 O'CLOCK POSITION WHILE NW BOUND AT 1,000 FEET 3 SE JFK. NO EVASIVE ACTION TAKEN. PORT AUTHORITY AOC NOTIFIED.",2022-07-06
NEW YORK,NEW YORK,2022-07-02,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1745E/JFK ATCT ADVISED, A319, BOS - DCA, REPORTED A BLUE UAS 500 FEET BELOW ACFT WHILE SW BOUND AT 2,000 FEET 5 MILE FINAL RUNAWAY 22L. NO EVASIVE ACTION TAKEN. NEW YORK PORT AUTHORITY NOTIFIED.",2022-07-02,2022,7,2022-07-10,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1300E/JFK ATCT ADVISED, E75S, CLE - JFK, REPORTED UAS AT SAME ALTITUDE WHILE NE BOUND AT 1,200 FEET 3 WNW JFK. NO EVASIVE ACTION REPORTED. NY PORT AUTHORITY AND NYPD AVIATION UNITS NOTIFIED.",2022-07-10
NEW YORK,NEW YORK,2022-07-02,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1745E/JFK ATCT ADVISED, A319, BOS - DCA, REPORTED A BLUE UAS 500 FEET BELOW ACFT WHILE SW BOUND AT 2,000 FEET 5 MILE FINAL RUNAWAY 22L. NO EVASIVE ACTION TAKEN. NEW YORK PORT AUTHORITY NOTIFIED.",2022-07-02,2022,7,2022-07-10,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1503E/JFK ATCT ADVISED, A21N, SAN JUAN, PUERTO RICO (SJU) - JFK, REPORTED ORANGE UAS OFF LEFT SIDE WHILE SE BOUND AT 600 FEET 2 SW JFK. NO EVASIVE ACTION REPORTED. FOLLOWING ACFT DID NOT REPORT SEEING THE UAS. NY PORT AUTHORITY NOTIFIED.",2022-07-10
NEW YORK,NEW YORK,2022-07-02,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1745E/JFK ATCT ADVISED, A319, BOS - DCA, REPORTED A BLUE UAS 500 FEET BELOW ACFT WHILE SW BOUND AT 2,000 FEET 5 MILE FINAL RUNAWAY 22L. NO EVASIVE ACTION TAKEN. NEW YORK PORT AUTHORITY NOTIFIED.",2022-07-02,2022,7,2022-07-11,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1339E/NEW YORK TRACON ADVISED ENDEAVOR 5272, CRJ9, ILM - LGA, REPORTED A BLACK/YELLOW UAS FROM THE LEFT SIDE WHILE SW BOUND AT 5,600 FEET 1 NE LGA. NO EVASIVE ACTION TAKEN. NY-NJ PORT AUTHORITY NOTIFIED.",2022-07-11
NEW YORK,NEW YORK,2022-07-02,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1745E/JFK ATCT ADVISED, A319, BOS - DCA, REPORTED A BLUE UAS 500 FEET BELOW ACFT WHILE SW BOUND AT 2,000 FEET 5 MILE FINAL RUNAWAY 22L. NO EVASIVE ACTION TAKEN. NEW YORK PORT AUTHORITY NOTIFIED.",2022-07-02,2022,7,2022-07-17,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1318E/JFK ATCT ADVISED, A320, JAX - JFK, REPORTED A WHITE UAS AT 800 FEET BASE LEG RWY 13L 2MILES FROM JFK. NO EVASIVE ACTION TAKEN. PORT AUTHORITY NOTIFIED.",2022-07-17
NEW YORK,NEW YORK,2022-07-02,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1745E/JFK ATCT ADVISED, A319, BOS - DCA, REPORTED A BLUE UAS 500 FEET BELOW ACFT WHILE SW BOUND AT 2,000 FEET 5 MILE FINAL RUNAWAY 22L. NO EVASIVE ACTION TAKEN. NEW YORK PORT AUTHORITY NOTIFIED.",2022-07-02,2022,7,2022-07-20,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1812E/NEW YORK TRACON ADVISED, CRJ9, MKE - LGA, REPORTED A YELLOW AND BLACK UAS FROM THE 9 O'CLOCK POSITION WHILE NE BOUND AT 5,000 FEET 13 SW LGA. NO EVASIVE ACTION TAKEN. PORT AUTHORITY NOTIFIED.",2022-07-20
NEW YORK,NEW YORK,2022-07-02,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1745E/JFK ATCT ADVISED, A319, BOS - DCA, REPORTED A BLUE UAS 500 FEET BELOW ACFT WHILE SW BOUND AT 2,000 FEET 5 MILE FINAL RUNAWAY 22L. NO EVASIVE ACTION TAKEN. NEW YORK PORT AUTHORITY NOTIFIED.",2022-07-02,2022,7,2022-07-21,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1109E/NEW YORK TRACON ADVISED, CRJ9, CLE - LGA, OBSERVED A UAS WHILE NORTHBOUND AT 4,300 FEET 9 W JFK. NO EVASIVE ACTION TAKEN. NYPD AVIATION UNIT NOTIFIED.",2022-07-21
NEW YORK,NEW YORK,2022-07-02,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1745E/JFK ATCT ADVISED, A319, BOS - DCA, REPORTED A BLUE UAS 500 FEET BELOW ACFT WHILE SW BOUND AT 2,000 FEET 5 MILE FINAL RUNAWAY 22L. NO EVASIVE ACTION TAKEN. NEW YORK PORT AUTHORITY NOTIFIED.",2022-07-02,2022,7,2022-07-22,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/0832E/JFK ATCT ADVISED, E190, MCO - JFK, REPORTED A RED QUADCOPTER UAS OFF THE RIGHT SIDE WHILE NW BOUND AT 1,500 FEET 3 SE JFK. NO EVASIVE ACTION TAKEN. NEW YORK PORT AUTHORITY NOTIFIED.",2022-07-22
NEW YORK,NEW YORK,2022-07-02,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1745E/JFK ATCT ADVISED, A319, BOS - DCA, REPORTED A BLUE UAS 500 FEET BELOW ACFT WHILE SW BOUND AT 2,000 FEET 5 MILE FINAL RUNAWAY 22L. NO EVASIVE ACTION TAKEN. NEW YORK PORT AUTHORITY NOTIFIED.",2022-07-02,2022,7,2022-07-27,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1221E/LAGUARDIA ATCT ADVISED, E75L, XNA - LGA, REPORTED A SMALL BLACK UAS OFF THE LEFT SIDE WHILE SW BOUND AT 1,000 FEET 2 MILE FINAL RUNWAY 22. NO EVASIVE ACTION TAKEN. PORT AUTHORITY NOTIFIED.",2022-07-27
NEW YORK,NEW YORK,2022-07-02,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1745E/JFK ATCT ADVISED, A319, BOS - DCA, REPORTED A BLUE UAS 500 FEET BELOW ACFT WHILE SW BOUND AT 2,000 FEET 5 MILE FINAL RUNAWAY 22L. NO EVASIVE ACTION TAKEN. NEW YORK PORT AUTHORITY NOTIFIED.",2022-07-02,2022,7,2022-07-30,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1617E/ISLIP ATCT ADVISED, MOONEY M20P, HWV - HWV, REPORTED A BLACK UAS WHILE S BOUND AT 1,000 FEET 5 NE ISP. NO EVASIVE ACTION TAKEN. SUFFOLK COUNTY PD AIR UNIT NOTIFIED.",2022-07-30
NEW YORK,NEW YORK,2022-07-02,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1745E/JFK ATCT ADVISED, A319, BOS - DCA, REPORTED A BLUE UAS 500 FEET BELOW ACFT WHILE SW BOUND AT 2,000 FEET 5 MILE FINAL RUNAWAY 22L. NO EVASIVE ACTION TAKEN. NEW YORK PORT AUTHORITY NOTIFIED.",2022-07-02,2022,7,2022-07-30,,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1817E/JF KENNEDY ATCT ADVISED, A321, CANCUN, MEXICO (MMUN) - JFK, REPORTED BLACK AND BROWN UAS WHILE SW BOUND AT 700 FEET 5 NE JFK. NO EVASIVE ACTION TAKEN. NYPD NOTIFIED.",2022-07-30
